STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,COUNTERPART_AREA,Counterpart area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,VISITOR_TYPE,Visitor type,ACCOMMODATION_TYPE,Accommodation type,SOURCE,Source,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2016,,1938524,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2017,,2055608,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2018,,2175695,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2019,,2384073,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2020,,689287,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2021,,629279,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2022,,1729031,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2023,,2106342,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LVA,Latvia,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2024,,2283360,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LTU,Lithuania,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2008,,3847000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LTU,Lithuania,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2009,,3639000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LTU,Lithuania,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2010,,4311000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LTU,Lithuania,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2011,,4021000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LTU,Lithuania,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2012,,4108291,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LTU,Lithuania,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2013,,4227946,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LTU,Lithuania,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2014,,4291635,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LTU,Lithuania,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2015,,3981129,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LTU,Lithuania,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2016,,4143296,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LTU,Lithuania,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2017,,4294000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LTU,Lithuania,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2018,,4702700,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LTU,Lithuania,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2019,,4881600,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LTU,Lithuania,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2020,,1643000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LTU,Lithuania,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2021,,1743000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LTU,Lithuania,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2022,,3998600,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LTU,Lithuania,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2023,,4348700,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LTU,Lithuania,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2024,,3997100,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2014,,3542814,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2017,,3816770,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2018,,4063193,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2019,,4063246,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2020,,2451983,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2021,,2758657,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2022,,5005013,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2023,,5304773,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,LUX,Luxembourg,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2024,,5464894,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,MEX,Mexico,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2008,,107519050.45615,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,MEX,Mexico,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2009,,98228223.427,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,MEX,Mexico,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2010,,91657516.67,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,MEX,Mexico,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2011,,88113225.505,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,MEX,Mexico,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2012,,87493106.122,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,MEX,Mexico,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2013,,90786644.225,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,MEX,Mexico,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2014,,90981732.003,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,MEX,Mexico,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2015,,94988430,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,MEX,Mexico,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2016,,97371741,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,MEX,Mexico,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2017,,94274456,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,MEX,Mexico,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2018,,86279653,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,MEX,Mexico,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2019,,82752134,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,MEX,Mexico,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2020,,36055831,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,MEX,Mexico,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2021,,32977546,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,MEX,Mexico,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2022,,41890504,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,MEX,Mexico,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2024,,68889918,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NZL,New Zealand,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2008,,1967126,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NZL,New Zealand,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2009,,1918316,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NZL,New Zealand,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2010,,2026293,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NZL,New Zealand,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2011,,2092655,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NZL,New Zealand,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2012,,2169149,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NZL,New Zealand,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2013,,2193434,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NZL,New Zealand,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2014,,2273677,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NZL,New Zealand,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2015,,2408968,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NZL,New Zealand,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2016,,2615366,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NZL,New Zealand,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2017,,2859554,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NZL,New Zealand,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2018,,3045475,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NZL,New Zealand,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2019,,3225428,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NZL,New Zealand,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2020,,511044,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NZL,New Zealand,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2021,,233606,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NZL,New Zealand,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2022,,1628886,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NZL,New Zealand,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2023,,2862744,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NZL,New Zealand,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2024,,3160099,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NOR,Norway,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2008,,13428000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NOR,Norway,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2009,,12877000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NOR,Norway,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2010,,13913000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NOR,Norway,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2011,,15199000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NOR,Norway,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2012,,15599000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NOR,Norway,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2013,,16885000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NOR,Norway,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2014,,17339000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NOR,Norway,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2015,,16277000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NOR,Norway,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2016,,15733000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NOR,Norway,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2017,,16800000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NOR,Norway,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2018,,16520000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NOR,Norway,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2019,,18444000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NOR,Norway,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2020,,3148000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NOR,Norway,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2021,,3532000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NOR,Norway,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2022,,12696000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NOR,Norway,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2023,,12348000,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_INTER@DF_OUTBOUND(1.0),Outbound tourism,I,NOR,Norway,_Z,Not applicable,DEPARTURES,Departures,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,_Z,Not applicable,2024,,13552000,,A,Normal value,A,Normal value,0,Units
