STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2009,,3.3,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2008,,3,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2011,,6.9,,B,Time series break,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2011,,3.3,,B,Time series break,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2024,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2023,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2022,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2021,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2020,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2019,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2018,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2016,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2015,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2025,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2021,,6.4,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2020,,6.7,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2019,,7.3,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2018,,7.2,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2017,,7.2,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2016,,7.2,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2015,,7,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2014,,6.9,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2013,,6.9,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2012,,6.9,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2010,,6.3,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2009,,6.3,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2008,,6.3,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2021,,2.3,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2020,,2.6,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2019,,3.6,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,NOR,Norway,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2018,,3.4,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2015,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2012,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2011,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2022,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2021,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2020,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2019,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2018,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2016,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2010,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2009,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2008,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2024,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2023,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2022,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2021,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2020,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2019,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2018,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2016,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2015,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2012,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2011,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2010,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2009,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2008,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2024,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2023,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2025,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2015,,1.2,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2013,,1.3,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2012,,2.1,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2011,,1.8,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2010,,1.6,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2009,,1.6,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2008,,2.2,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2022,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2021,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2020,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2019,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2018,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,POL,Poland,EMP_SH,Tourism share of employment (direct),PT_EMP,Percentage of employment,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2020,,4.8,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2019,,8.1,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2018,,8,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2015,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2012,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2011,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2010,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2009,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GDP_SH,Tourism share of GDP (direct),PT_B1GQ,Percentage of GDP,2008,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2017,,7.7,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2015,,6.7,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2024,,8.1,,P,Provisional value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2016,,6.9,,B,Time series break,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2014,,6.5,,B,Time series break,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2012,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2011,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_KEY@DF_KEY_IND_PC(1.0),Key tourism economic indicators,I,PRT,Portugal,GVA_SH,Tourism share of GVA (direct),PT_B1G,Percentage of gross value added,2010,,,,A,Normal value,A,Normal value,0,Units
